0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.70E-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0.03395,0,0.00102,0.00435,0,0,0,0,0,0,0,0,0,0.00294,0,0,0,0,0,0,0,0.00102,0.02655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02018,0,0.00633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0017,0,0,0,0,0,0,0,0,0,0.00579,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.01763,0,0,0,0,0,0,0,0,0,0,0,0.00758,0.05126,0,0,0,0,0,0,0.05602,0.03379,0.03614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0.00915,0,0,0,0,0,0,0,0,0,0,0.00547,0,0,0.03545,0.00907,0.04242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.01227,0,0.0039,0.01729,0.00434,0,0,0.00556,0,0,0.02404,0,0,0.05055,0.04976,0,0,0,0.02483,0,0,0.04311,0.06593,0.00953,0.01247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0.01312,0,0.08166,0,0,0,0,0,0,0,0,0.05884,0.01408,0.07199,0.0338,0,0.00529,0,0,0,0.02207,0.00373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0.01334,0,0,0,0,0,0
0,0,0,0,0,0.04234,0,0,0.04036,0,0,0,0,0,0,0,0.01311,0.00658,0,0.01733,0,0,0,0.07025,0,0.04715,0.01582,0.04736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00373,0,0.00842,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.00436,0,0.02894,0,0,0.07996,0,0,0.01078,0,0,0,0,0,0,0,0.01344,0.0142,0,0.01664,0.00125,0.07338,0.02654,0.04063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02459,0,0.00852,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0.04561,0.04173,0,0,0,0,0,0,0,0,0,0.06119,0,0,0.01686,0,0.02346,0.09924,0.03603,0.06006,0.01119,0,0.00318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02814,0,0,0,0.01503,0.04886,0,0.01765,0.00302,0.08086,0.02181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02237,0.01967,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.01296,0,0,0,0,0,0,0,0,0.01789,0,0,0.01255,0.01209,0.00705,0,0,0.03265,0,0.02852,0.03151,0.04302,0,0,0.00214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01766,0,0,0.00318,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.03895,0.02869,9.36E-04,0.04986,0.00175,0,0.00697,0.00431,0,0,0,0,0,0,0.03346,0.00249,0.04348,0.02329,0.0367,0.06006,0.02978,0.06473,0.05143,0.0591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01789,0.01818,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.01898,0,0.04034,0.0152,0.00914,0.01707,0,0.04043,0.06229,0,0,0,0,0,0.05306,0.01942,0,0.05444,0.06484,0.03661,0.04586,0.01438,0.02821,0.0656,0.05505,0.07813,0.10322,0.03855,0.02487,0,0,0,0,0,0.01234,0,0.04244,0,0,0,0,0,0,0.06328,0.02009,0.01269,0,0.02723,0,0.00264,0,0,0,0,0,0,0,0,0
0,0,0.01495,0.07356,0.02917,0.0772,0.01577,0.04114,0.03992,0.04618,0,0.01077,0.01334,0,0,0,0,0.01039,0.05044,0.02043,0,0.01576,0.03489,0.04565,0.08468,0.10054,0.1135,0.07525,0.01917,0,0,0,0,0,0,0,0,0.00267,0,0,0,0,0.01873,0.03344,0.0179,0.01529,0.05209,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.06073,0.06642,0.07516,0.03528,0.09756,0.08673,0,0,0,0,0,0.01133,0,0.02433,0.02144,0.07169,0.0096,0.02048,0.04362,0.04146,0.01465,0.03188,0.12636,0.11673,0.07664,0.0135,0,0,0,0,0.01929,0,0,0,0,0,0.01902,0,0,0.07401,0.01422,0.03155,0,0.0267,0.03153,0.00685,0,0,0,0,0,0,0,0,0,0
0.00249,0,0.00796,0.00936,0.06405,0.08648,0.0301,0.05158,8.47E-04,0,0,0,0,0,0.02956,0.01914,0.00994,0,0.04132,0.03499,0.03946,0,0.10285,0.09803,0.06323,0.13314,0.10939,0.07287,0.04921,0,0,0,0,0,0,0,0,0.01608,0,0,0,0,1.50E-04,0.06626,0,0.06279,0.05697,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.02601,0,0.04052,0.06351,0.06747,0.06596,0,0.01841,0,0.00722,0.01558,0,0,0,0,0.04739,0.02316,0.0261,0.00977,0.0035,0.09477,0.09529,0.11017,0.08226,0.08095,0.02782,0,0,0,0,0,0.0077,0,0.01263,0,0,0.02508,0,0,0.00574,0.05667,0.06891,0.05835,0.03048,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.01754,0,0.02598,0.07727,0.03067,0.10732,0.09427,0.05113,0,0,0,0,0,0.05569,0,0.03298,0.05682,0.02872,0.00375,0,0.01833,0.09959,0.16562,0.17806,0.11273,0.08128,0.02714,0,0,0,0,0,0,0,0.01102,0,0,0,0,0,0,0.07782,0.07016,0.02992,0.00749,0,0,0,0,0,0,0,0,0,0,0,0
