3.385201458989087631e-04,3.609062629121512818e-04,3.698693393594735114e-04,3.609799599930437050e-04,3.382207563176600545e-04,3.133268906494998999e-04,2.777028416599963147e-04,2.450117891094652197e-04,2.301725167416562509e-04,2.649707050483291327e-04,3.364093529689689646e-04,3.524451312578300217e-04,4.118058667798248952e-04,5.114702167695183311e-04,4.619403908350120172e-04,3.782276423621672786e-04,4.299082746287882480e-04,2.627019528617876871e-04,1.683143696305857437e-04,1.603731179499943667e-04,1.980534487970682844e-04,2.233846216833157764e-04,2.770964635709462828e-04,3.378860370504329497e-04,3.868391316422494972e-04,3.702018581037591258e-04,3.197544538345880216e-04,2.830578927052521381e-04,2.640761250116119264e-04,2.545821236380806183e-04,2.424737006028230104e-04,2.442843108565326748e-04
3.919350099605293570e-04,3.942486222805998623e-04,3.826534340177106027e-04,3.783756952176173835e-04,3.799446831508400488e-04,3.614472111863782644e-04,3.109196423751651550e-04,2.673039072347520979e-04,2.481297481034772600e-04,2.991873892391631656e-04,3.764495215111021524e-04,3.731980437184206347e-04,4.461193899168964345e-04,5.669652077206527481e-04,5.018106166253875726e-04,4.034318688577396552e-04,4.565054371711268892e-04,3.106965712080603519e-04,1.941336074034754233e-04,1.674996589078470296e-04,2.256894433766752184e-04,2.634371047246397593e-04,3.139201553516241731e-04,3.591634691636654540e-04,4.034998838153709124e-04,4.033721481542315449e-04,3.690504059677195093e-04,3.254022778039110321e-04,2.838785993228618411e-04,2.747337172902591853e-04,2.767323269905410006e-04,2.750477659989256367e-04
4.101260598357421789e-04,3.968020756165930381e-04,4.063214257080674453e-04,4.338138827590351022e-04,4.383886193179127675e-04,3.929656050601892914e-04,3.335814120775257513e-04,2.911808139276567597e-04,2.773560950243438407e-04,3.522316427062715540e-04,4.155117346698669069e-04,3.686890268287219764e-04,4.776683474817154337e-04,6.549205536092530828e-04,5.652282131155968690e-04,4.203664204203924355e-04,4.649809891726555526e-04,3.725199311909676257e-04,2.364101063108516097e-04,1.729018410717276621e-04,2.506725896169425790e-04,3.057640512724774562e-04,3.596477071147690220e-04,3.912600835470628679e-04,4.137971012202255969e-04,4.130848715376247071e-04,4.082660020184410892e-04,3.868341082910713310e-04,3.237339165045829319e-04,2.800131819187074377e-04,2.931851224859544362e-04,3.175999557115600819e-04
3.983827674303147938e-04,4.241074067719350477e-04,4.932057533727545124e-04,5.329816697082082402e-04,4.817937953132695600e-04,3.869576898963704480e-04,3.414048913364254169e-04,3.234203371789909354e-04,3.274286976648286282e-04,4.273729324801209782e-04,4.335568006446088602e-04,3.234993260911459348e-04,5.156440866189348961e-04,8.117974816760508859e-04,6.927931648657360050e-04,4.416252749103087246e-04,4.610982851544848863e-04,4.406385597103649478e-04,3.018764607801285925e-04,1.794677447605134816e-04,2.752673922858098936e-04,3.357988191081647585e-04,4.014484227191877203e-04,4.583800466790136671e-04,4.671214734438642203e-04,4.150766622470857914e-04,3.916542008103394003e-04,4.226373141750276946e-04,3.993542296119856057e-04,3.269955394283048222e-04,3.014544454119848465e-04,3.281098366688463318e-04
4.687498937736838279e-04,5.367444412207886609e-04,5.940961260486423475e-04,5.666961778193212217e-04,4.476060475358533157e-04,3.677504181634316913e-04,3.862430293186388608e-04,3.841969576404482287e-04,3.923009295080388923e-04,4.974005443088067415e-04,4.022183224851492381e-04,2.528979066965728311e-04,6.273616340280457762e-04,1.115894633730283182e-03,9.456698633920898123e-04,5.012238687026669519e-04,4.579020380335259758e-04,5.052824625618884419e-04,3.906752866549168673e-04,1.873932901388471650e-04,3.121576835314272868e-04,3.529274530643092722e-04,4.014432367544708714e-04,5.385914690523997250e-04,6.024227738206824716e-04,4.914134021559359456e-04,3.678685817527152101e-04,3.845480891140936729e-04,4.340848572211543572e-04,4.121880280877224332e-04,3.647200312349461798e-04,3.449804816064487795e-04
5.706673669773362854e-04,5.797341150510016469e-04,5.676730403497404600e-04,4.974701806618002636e-04,4.078260923328222909e-04,4.160407243979993841e-04,4.790987729523160979e-04,4.413925679167022501e-04,4.633347969243133569e-04,5.624132658058723184e-04,3.245055370509135036e-04,2.034067787814189887e-04,8.923944033900432869e-04,1.657424381087918824e-03,1.405217488481176787e-03,6.249704870200521907e-04,4.706248115773930705e-04,5.813514352594618528e-04,5.487831223692563910e-04,2.028704261936635457e-04,3.488232900551173528e-04,3.701737411652046301e-04,3.486217294797928370e-04,5.826194162661721800e-04,7.912335775266760235e-04,6.918256382140137257e-04,4.546238471694264349e-04,3.588961576678721265e-04,3.869141377936837194e-04,4.178286051106788745e-04,4.357264438233462338e-04,4.337912930610861892e-04
4.917894437750556201e-04,4.547601440352864815e-04,4.918169639658470952e-04,5.181217092893246161e-04,5.059656593403695588e-04,5.127506162918317716e-04,5.079974167595982353e-04,4.693895380572886801e-04,6.098304393473313097e-04,6.616539741242982633e-04,2.187030137155122564e-04,2.345496221832816955e-04,1.423287023712879393e-03,2.602631035832336879e-03,2.283899483650196974e-03,1.000563351688176297e-03,6.781410967363953133e-04,6.272705040814419283e-04,7.719130403970933790e-04,2.835549274397292790e-04,4.127530144684512007e-04,4.126780841513091121e-04,2.487453578505084261e-04,4.930704013609054151e-04,8.300217336771484539e-04,8.104376490143238437e-04,5.890822283209147959e-04,4.943655771172995612e-04,4.873616591093998828e-04,4.276680420213501300e-04,3.932686693077222040e-04,4.242038116785242560e-04
3.342616084688446220e-04,5.048798891943474549e-04,7.675716615737465101e-04,9.060567693700646462e-04,8.127740677265763488e-04,6.114562703895444354e-04,4.758159999438796891e-04,5.678485994657006325e-04,8.427867012599799803e-04,6.587713925556206579e-04,4.432902461699242001e-05,5.779219050778170667e-04,2.696401736868912422e-03,4.558304895231032536e-03,4.185809989001392471e-03,2.154961164131305711e-03,1.502612172936344023e-03,6.187991501085482677e-04,9.818093112111438148e-04,4.297766632031704273e-04,4.961671274332902061e-04,5.317899591189013389e-04,2.655875644631828635e-04,4.186881572801635161e-04,7.165084215159865351e-04,6.505378875186258346e-04,4.108769579727118595e-04,4.254892897438242888e-04,6.147260496281149950e-04,6.430109868532349381e-04,5.404231454102268817e-04,4.878138408315746953e-04
6.588697206348488556e-04,1.036411754113569002e-03,1.425082026651510033e-03,1.483074655034104239e-03,1.071980862510361031e-03,4.880716837215007720e-04,2.542651410770377938e-04,5.773787267886100081e-04,8.653374389985723971e-04,3.561236805965180730e-04,9.918967301357460033e-05,2.272005721295408502e-03,6.543612849635915309e-03,9.577907059479907198e-03,8.513492073399298032e-03,4.791112464688248966e-03,3.126619241456849926e-03,6.187842572860946001e-04,1.265312064984126144e-03,6.756617442275587382e-04,3.765442338576672045e-04,4.206180329595738082e-04,4.203576153827500751e-04,8.281445336485060860e-04,1.220108415123285703e-03,9.984432066079285822e-04,4.104404453187500087e-04,1.611283607273365304e-04,3.956616662899154445e-04,6.397743368483875797e-04,6.586102587963228163e-04,6.324796683086698250e-04
7.239158510571684201e-04,1.140067120428300395e-03,1.546392131769407183e-03,1.535090933423604708e-03,9.590217759123245223e-04,2.587402210902723710e-04,1.675095172806488283e-04,7.112107422635927014e-04,7.898079787655249090e-04,7.248176176199877551e-05,9.954000932159391083e-04,6.216338964041019828e-03,1.444611300776551567e-02,1.987594710668007941e-02,1.759373814962075094e-02,1.060506560963164931e-02,6.608930179677455913e-03,7.668092301625034461e-04,1.604046374003723855e-03,1.339578215856558011e-03,3.808151139669214091e-04,1.024166764008726258e-04,6.953731713017296352e-04,1.965366498092907706e-03,2.832936370119249359e-03,2.449017670254045355e-03,1.230529479902600686e-03,3.069396357645684287e-04,1.994964479325261832e-04,4.456668270782781507e-04,5.320877782297262024e-04,5.085405078042700214e-04
