27.4	108.88
27.65	108.74
27.91	108.6
28.16	108.36
28.41	108.22
28.66	108.08
28.92	108.04
29.17	107.9
29.42	107.76
29.68	107.62
29.93	107.48
30.18	107.34
30.43	107.2
30.69	107.16
30.94	107.02
31.19	106.88
31.45	106.74
31.7	106.6
31.95	106.46
32.2	106.42
32.46	106.28
32.71	106.14
32.96	106
33.22	105.86
33.47	105.72
33.72	105.68
33.97	105.54
34.23	105.4
34.48	105.26
34.73	105.12
34.99	104.98
35.24	104.84
35.49	104.8
35.74	104.66
36	104.52
36.25	104.38
36.5	104.24
36.76	104.1
37.01	104.06
37.26	103.92
37.51	103.78
37.77	103.64
38.02	103.5
38.27	103.36
38.53	103.22
38.78	103.18
39.03	102.94
39.29	102.8
39.54	102.66
39.79	102.52
40.04	102.38
40.3	102.34
40.55	102.2
40.8	102.06
41.06	101.92
41.31	101.78
41.56	101.64
41.81	101.5
42.07	101.46
42.32	101.32
42.57	101.18
42.83	101.04
43.08	100.9
43.33	100.76
43.58	100.62
43.84	100.48
44.09	100.44
44.34	100.3
44.6	100.16
44.85	100.02
45.1	99.88
45.35	99.74
45.61	99.6
45.86	99.46
46.11	99.32
46.37	99.28
46.62	99.14
46.87	99
47.12	98.86
47.38	98.72
47.63	98.58
47.88	98.44
48.14	98.3
48.39	98.16
48.64	98.02
48.89	97.88
49.15	97.84
49.4	97.7
49.65	97.56
49.91	97.42
50.16	97.28
50.41	97.14
50.66	97
50.92	96.86
51.17	96.72
51.42	96.58
51.68	96.44
51.93	96.3
52.18	96.16
52.43	96.02
52.69	95.88
52.94	95.74
53.19	95.6
53.45	95.46
53.7	95.32
53.95	95.18
54.2	95.04
54.46	94.9
54.71	94.76
54.96	94.62
55.22	94.48
55.47	94.34
55.72	94.2
55.97	94.06
56.23	93.92
56.48	93.78
56.73	93.64
56.99	93.5
57.24	93.36
57.49	93.22
57.74	93.08
58	92.84
58.25	92.7
58.5	92.56
58.76	92.42
59.01	92.28
59.26	92.04
59.51	91.9
59.77	91.76
60.02	91.62
60.27	91.48
60.53	91.34
60.78	91.2
61.03	91.06
61.28	90.92
61.54	90.78
61.79	90.54
62.04	90.4
62.3	90.26
62.55	90.12
62.8	89.98
63.05	89.84
63.31	89.7
63.56	89.46
63.81	89.32
64.07	89.18
64.32	89.04
64.57	88.9
64.82	88.76
65.08	88.52
65.33	88.38
65.58	88.24
65.84	88.1
66.09	87.96
66.34	87.82
66.59	87.58
66.85	87.44
67.1	87.3
67.35	87.16
67.61	86.92
67.86	86.78
68.11	86.64
68.36	86.5
68.62	86.36
68.87	86.12
69.12	85.98
69.38	85.84
69.63	85.7
69.88	85.46
70.13	85.32
70.39	85.18
70.64	85.04
70.89	84.8
71.15	84.66
71.4	84.52
71.65	84.38
71.9	84.14
72.16	84
72.41	83.86
72.66	83.62
72.92	83.48
73.17	83.34
73.42	83.1
73.67	82.96
73.93	82.82
74.18	82.68
74.43	82.44
74.69	82.3
74.94	82.16
75.19	81.92
75.44	81.78
75.7	81.64
75.95	81.4
76.2	81.26
76.46	81.12
76.71	80.88
