27.4	1.62E-04
27.65	1.62E-04
27.91	1.62E-04
28.16	1.62E-04
28.41	1.63E-04
28.66	1.64E-04
28.92	1.65E-04
29.17	1.65E-04
29.42	1.66E-04
29.68	1.67E-04
29.93	1.68E-04
30.18	1.70E-04
30.43	1.71E-04
30.69	1.73E-04
30.94	1.73E-04
31.19	1.73E-04
31.45	1.73E-04
31.7	1.73E-04
31.95	1.73E-04
32.2	1.73E-04
32.46	1.73E-04
32.71	1.73E-04
32.96	1.73E-04
33.22	1.73E-04
33.47	1.73E-04
33.72	1.73E-04
33.97	1.73E-04
34.23	1.73E-04
34.48	1.73E-04
34.73	1.73E-04
34.99	1.73E-04
35.24	1.73E-04
35.49	1.73E-04
35.74	1.73E-04
36	1.72E-04
36.25	1.72E-04
36.5	1.72E-04
36.76	1.72E-04
37.01	1.71E-04
37.26	1.71E-04
37.51	1.70E-04
37.77	1.70E-04
38.02	1.69E-04
38.27	1.68E-04
38.53	1.68E-04
38.78	1.67E-04
39.03	1.66E-04
39.29	1.65E-04
39.54	1.64E-04
39.79	1.63E-04
40.04	1.62E-04
40.3	1.61E-04
40.55	1.60E-04
40.8	1.59E-04
41.06	1.58E-04
41.31	1.57E-04
41.56	1.55E-04
41.81	1.54E-04
42.07	1.52E-04
42.32	1.51E-04
42.57	1.50E-04
42.83	1.48E-04
43.08	1.46E-04
43.33	1.44E-04
43.58	1.41E-04
43.84	1.39E-04
44.09	1.36E-04
44.34	1.33E-04
44.6	1.29E-04
44.85	1.26E-04
45.1	1.22E-04
45.35	1.18E-04
45.61	1.14E-04
45.86	1.10E-04
46.11	1.05E-04
46.37	1.00E-04
46.62	9.53E-05
46.87	9.00E-05
47.12	8.45E-05
47.38	7.88E-05
47.63	7.27E-05
47.88	6.65E-05
48.14	6.00E-05
48.39	5.32E-05
48.64	4.61E-05
48.89	3.87E-05
49.15	3.11E-05
49.4	2.32E-05
49.65	1.49E-05
49.91	6.43E-06
50.16	0
50.41	0
50.66	0
50.92	0
51.17	0
51.42	0
51.68	0
51.93	0
52.18	0
52.43	0
52.69	0
52.94	0
53.19	0
53.45	0
53.7	0
53.95	0
54.2	0
54.46	0
54.71	0
54.96	0
55.22	0
55.47	0
55.72	0
55.97	0
56.23	0
56.48	0
56.73	0
56.99	0
57.24	0
57.49	0
57.74	0
58	0
58.25	0
58.5	0
58.76	0
59.01	0
59.26	0
59.51	0
59.77	0
60.02	0
60.27	0
60.53	0
60.78	0
61.03	0
61.28	0
61.54	0
61.79	0
62.04	0
62.3	0
62.55	0
62.8	0
63.05	0
63.31	0
63.56	0
63.81	0
64.07	0
64.32	0
64.57	0
64.82	0
65.08	0
65.33	0
65.58	0
65.84	0
66.09	0
66.34	0
66.59	0
66.85	0
67.1	0
67.35	0
67.61	0
67.86	0
68.11	0
68.36	0
68.62	0
68.87	0
69.12	0
69.38	0
69.63	0
69.88	0
70.13	0
70.39	0
70.64	0
70.89	0
71.15	0
71.4	0
71.65	0
71.9	0
72.16	0
72.41	0
72.66	0
72.92	0
73.17	0
73.42	0
73.67	0
73.93	0
74.18	0
74.43	0
74.69	0
74.94	0
75.19	0
75.44	0
75.7	0
75.95	0
76.2	0
76.46	0
76.71	0
76.96	0
77.21	0
77.47	0
77.72	0
77.97	0
78.23	0
78.48	0
78.73	0
78.98	0
79.24	0
79.49	0
79.74	0
80	0
80.25	0
80.5	0
80.75	0
81.01	0
81.26	0
81.51	0
81.77	0
82.02	0
82.27	9.35E-05
82.52	2.50E-04
82.78	4.15E-04
83.03	5.88E-04
83.28	7.69E-04
83.54	9.59E-04
83.79	0.00116
84.04	0.00136
84.29	0.00158
84.55	0.00181
84.8	0.00204
85.05	0.00229
85.31	0.00254
85.56	0.00281
85.81	0.00309
86.06	0.00338
86.32	0.00368
86.57	0.00399
86.82	0.00431
87.08	0.00465
87.33	0.005
87.58	0.00536
87.83	0.00574
88.09	0.00613
88.34	0.00653
88.59	0.00695
88.85	0.00738
89.1	0.00783
89.35	0.00829
89.6	0.00876
89.86	0.00925
90.11	0.00976
90.36	0.01028
90.62	0.01082
90.87	0.01137
91.12	0.01194
91.38	0.01253
91.63	0.01314
91.88	0.01376
