2519.9	9.80E+01
2525.3	9.80E+01
2530.6	9.60E+01
2535.9	9.45E+01
2541.2	9.35E+01
2546.4	9.20E+01
2551.5	9.10E+01
2556.7	9.10E+01
2561.8	9.10E+01
2566.9	8.85E+01
2571.9	8.70E+01
2576.9	8.75E+01
2581.8	8.65E+01
2586.7	8.60E+01
2591.6	8.50E+01
2596.4	8.25E+01
2601.2	8.30E+01
2606	8.40E+01
2610.7	8.30E+01
2615.3	8.15E+01
